#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
C2E21_1731	C2E21_8517	3076.A0A2P6U0E9	3076.A0A2P6TEN0	0	0	0	0	0	0	0.877	0.106	0.885
C2E21_1731	C2E21_7727	3076.A0A2P6U0E9	3076.A0A2P6TG53	0	0	0	0	0.047	0	0.885	0.244	0.909
C2E21_1731	C2E21_7537	3076.A0A2P6U0E9	3076.A0A2P6TH02	0	0	0	0	0	0	0.877	0.106	0.885
C2E21_1731	C2E21_6928	3076.A0A2P6U0E9	3076.A0A2P6TJ70	0	0	0	0	0	0	0.411	0.074	0.431
C2E21_1731	C2E21_6252	3076.A0A2P6U0E9	3076.A0A2P6TL20	0	0	0	0	0	0	0.877	0.146	0.890
C2E21_1731	C2E21_6033	3076.A0A2P6U0E9	3076.A0A2P6TMZ0	0	0	0	0	0	0	0.877	0.146	0.890
C2E21_1731	C2E21_5438	3076.A0A2P6U0E9	3076.A0A2P6TNF2	0	0	0	0	0.047	0	0.496	0.244	0.605
C2E21_1731	C2E21_5272	3076.A0A2P6U0E9	3076.A0A2P6TQH5	0	0	0	0	0	0	0.885	0.337	0.920
C2E21_1731	C2E21_4310	3076.A0A2P6U0E9	3076.A0A2P6TSG6	0	0	0	0	0	0	0.496	0.180	0.569
C2E21_1731	C2E21_2586	3076.A0A2P6U0E9	3076.A0A2P6TYY7	0	0	0	0	0	0	0.411	0.074	0.431
C2E21_1736	C2E21_9117	3076.A0A2P6U1E2	3076.A0A2P6TCN2	0	0	0	0	0.079	0.214	0.332	0	0.474
C2E21_1736	C2E21_4983	3076.A0A2P6U1E2	3076.A0A2P6TPH7	0	0	0	0.548	0.079	0.214	0.332	0	0.474
C2E21_1736	C2E21_4416	3076.A0A2P6U1E2	3076.A0A2P6TRV3	0	0	0	0	0.079	0.214	0.332	0	0.474
C2E21_1738	C2E21_9360	3076.A0A2P6TZQ3	3076.A0A2P6TBN8	0.071	0	0	0	0.047	0.054	0.879	0.074	0.889
C2E21_1738	C2E21_9050	3076.A0A2P6TZQ3	3076.A0A2P6TCS1	0.095	0	0	0	0.078	0.060	0.632	0.129	0.702
C2E21_1738	C2E21_8994	3076.A0A2P6TZQ3	3076.A0A2P6TCS7	0	0	0	0	0	0	0.545	0.050	0.549
C2E21_1738	C2E21_8932	3076.A0A2P6TZQ3	3076.A0A2P6TD11	0.110	0	0	0	0.091	0	0.867	0.190	0.901
C2E21_1738	C2E21_8851	3076.A0A2P6TZQ3	3076.A0A2P6TD88	0.116	0	0	0	0.106	0.054	0.662	0.096	0.729
C2E21_1738	C2E21_8763	3076.A0A2P6TZQ3	3076.A0A2P6TDD0	0	0	0	0	0	0	0	0.437	0.437
C2E21_1738	C2E21_8850	3076.A0A2P6TZQ3	3076.A0A2P6TDE1	0.116	0	0	0	0.106	0.054	0.662	0.096	0.729
C2E21_1738	C2E21_8852	3076.A0A2P6TZQ3	3076.A0A2P6TDL4	0.116	0	0	0	0.106	0.054	0.662	0.096	0.729
C2E21_1738	C2E21_8641	3076.A0A2P6TZQ3	3076.A0A2P6TDZ5	0.045	0	0	0	0	0	0.498	0.135	0.549
C2E21_1738	C2E21_8401	3076.A0A2P6TZQ3	3076.A0A2P6TEJ1	0.071	0	0	0.549	0.340	0.060	0.421	0.075	0.635
C2E21_1738	C2E21_8091	3076.A0A2P6TZQ3	3076.A0A2P6TFE5	0.044	0	0	0	0.256	0	0.410	0.059	0.552
C2E21_1738	C2E21_8024	3076.A0A2P6TZQ3	3076.A0A2P6TFV5	0.044	0	0	0	0.256	0	0.879	0.087	0.910
C2E21_1738	C2E21_7986	3076.A0A2P6TZQ3	3076.A0A2P6TFZ9	0.050	0	0	0	0.077	0.133	0.459	0.099	0.561
C2E21_1738	C2E21_7565	3076.A0A2P6TZQ3	3076.A0A2P6TH57	0	0	0	0	0.111	0	0.409	0.115	0.494
C2E21_1738	C2E21_7597	3076.A0A2P6TZQ3	3076.A0A2P6TH86	0.050	0	0	0	0.077	0.133	0.459	0.099	0.561
C2E21_1738	C2E21_7298	3076.A0A2P6TZQ3	3076.A0A2P6THR7	0.071	0	0	0.559	0.340	0.060	0.421	0.075	0.635
C2E21_1738	C2E21_7353	3076.A0A2P6TZQ3	3076.A0A2P6THW9	0.050	0	0	0	0.077	0.133	0.459	0.099	0.561
C2E21_1738	C2E21_7080	3076.A0A2P6TZQ3	3076.A0A2P6TIY7	0.071	0	0	0.554	0.340	0.051	0.421	0.075	0.631
C2E21_1738	C2E21_7093	3076.A0A2P6TZQ3	3076.A0A2P6TJ92	0	0	0	0	0.067	0	0.494	0.115	0.545
C2E21_1738	C2E21_6873	3076.A0A2P6TZQ3	3076.A0A2P6TJA4	0.081	0	0	0	0.403	0.096	0.803	0.391	0.929
C2E21_1738	C2E21_7145	3076.A0A2P6TZQ3	3076.A0A2P6TJF5	0.076	0	0	0	0.055	0.087	0	0.471	0.521
C2E21_1738	C2E21_6651	3076.A0A2P6TZQ3	3076.A0A2P6TKG2	0.079	0	0	0	0.056	0	0.466	0.052	0.500
C2E21_1738	C2E21_6737	3076.A0A2P6TZQ3	3076.A0A2P6TKK3	0.086	0	0	0	0	0	0.868	0.117	0.884
C2E21_1738	C2E21_6447	3076.A0A2P6TZQ3	3076.A0A2P6TKS7	0	0	0	0	0.312	0.063	0.803	0.074	0.866
C2E21_1738	C2E21_5786	3076.A0A2P6TZQ3	3076.A0A2P6TM95	0.044	0	0	0	0.256	0	0.875	0.087	0.907
C2E21_1738	C2E21_5380	3076.A0A2P6TZQ3	3076.A0A2P6TNC1	0.045	0	0	0	0	0	0.498	0.135	0.549
C2E21_1738	C2E21_5374	3076.A0A2P6TZQ3	3076.A0A2P6TNP3	0.065	0	0	0	0.046	0	0.868	0.084	0.877
C2E21_1738	C2E21_5357	3076.A0A2P6TZQ3	3076.A0A2P6TNU5	0.079	0	0	0	0.056	0	0.466	0.052	0.500
C2E21_1738	C2E21_5549	3076.A0A2P6TZQ3	3076.A0A2P6TNY8	0.055	0	0	0	0.263	0.051	0.424	0.114	0.601
C2E21_1738	C2E21_5659	3076.A0A2P6TZQ3	3076.A0A2P6TP92	0.111	0	0	0	0.046	0	0.282	0.151	0.413
C2E21_1738	C2E21_4936	3076.A0A2P6TZQ3	3076.A0A2P6TPW1	0	0	0	0	0.067	0	0.494	0.115	0.545
C2E21_1738	C2E21_5010	3076.A0A2P6TZQ3	3076.A0A2P6TPZ2	0.050	0	0	0	0.077	0.133	0.459	0.099	0.561
C2E21_1738	C2E21_5125	3076.A0A2P6TZQ3	3076.A0A2P6TQ93	0.079	0	0	0	0.056	0	0.466	0.052	0.500
C2E21_1738	C2E21_4993	3076.A0A2P6TZQ3	3076.A0A2P6TQL9	0	0	0	0	0.312	0.063	0.879	0.074	0.918
C2E21_1738	C2E21_4562	3076.A0A2P6TZQ3	3076.A0A2P6TR00	0.055	0.289	0	0	0.263	0.051	0.424	0.074	0.691
C2E21_1738	C2E21_4725	3076.A0A2P6TZQ3	3076.A0A2P6TR90	0	0	0	0	0.045	0.139	0.282	0.129	0.416
C2E21_1738	C2E21_4110	3076.A0A2P6TZQ3	3076.A0A2P6TSF9	0.074	0	0	0	0.322	0	0.483	0.099	0.668
C2E21_1738	C2E21_3798	3076.A0A2P6TZQ3	3076.A0A2P6TST2	0.112	0	0	0	0	0	0.282	0.145	0.407
C2E21_1738	C2E21_3871	3076.A0A2P6TZQ3	3076.A0A2P6TTB4	0	0	0	0	0.236	0	0.230	0.114	0.433
C2E21_1738	C2E21_4328	3076.A0A2P6TZQ3	3076.A0A2P6TTG2	0	0	0	0.560	0.236	0	0.230	0.114	0.433
C2E21_1738	C2E21_4182	3076.A0A2P6TZQ3	3076.A0A2P6TU02	0.050	0	0	0	0.077	0.133	0.459	0.099	0.561
C2E21_1738	C2E21_3400	3076.A0A2P6TZQ3	3076.A0A2P6TUD6	0.074	0	0	0	0.322	0	0.483	0.099	0.668
C2E21_1738	C2E21_3418	3076.A0A2P6TZQ3	3076.A0A2P6TUJ0	0	0	0	0	0.312	0.063	0.415	0.085	0.608
C2E21_1738	C2E21_3438	3076.A0A2P6TZQ3	3076.A0A2P6TUL8	0	0	0	0	0.089	0	0.868	0.115	0.884
C2E21_1738	C2E21_3399	3076.A0A2P6TZQ3	3076.A0A2P6TUX9	0.074	0	0	0	0.322	0	0.483	0.099	0.668
C2E21_1738	C2E21_2964	3076.A0A2P6TZQ3	3076.A0A2P6TW76	0.065	0	0	0	0.046	0	0.879	0.084	0.887
C2E21_1738	C2E21_2698	3076.A0A2P6TZQ3	3076.A0A2P6TWF5	0	0	0	0	0.312	0.063	0.415	0.126	0.626
C2E21_1738	C2E21_2030	3076.A0A2P6TZQ3	3076.A0A2P6TXT9	0.081	0	0	0	0.403	0.096	0.879	0.429	0.959
C2E21_1738	C2E21_2675	3076.A0A2P6TZQ3	3076.A0A2P6TZ22	0.050	0	0	0	0.079	0	0.868	0.185	0.893
C2E21_1738	C2E21_2468	3076.A0A2P6TZQ3	3076.A0A2P6TZ49	0.081	0	0	0	0.403	0.096	0.666	0.429	0.888
C2E21_1738	C2E21_2351	3076.A0A2P6TZQ3	3076.A0A2P6TZ81	0	0	0	0	0.312	0.063	0.415	0.074	0.604
C2E21_1738	C2E21_2627	3076.A0A2P6TZQ3	3076.A0A2P6TZ96	0	0	0	0	0.130	0	0.868	0.115	0.889
C2E21_1738	C2E21_0458	3076.A0A2P6TZQ3	3076.A0A2P6U4E0	0	0	0	0	0	0	0.471	0.054	0.478
C2E21_1738	C2E21_1829	3076.A0A2P6TZQ3	3076.A0A2P6U0F4	0.079	0	0	0	0.056	0	0.466	0.052	0.500
C2E21_1738	C2E21_0876	3076.A0A2P6TZQ3	3076.A0A2P6U3H9	0.086	0	0	0	0.140	0	0.387	0.115	0.516
C2E21_1738	C2E21_0129	3076.A0A2P6TZQ3	3076.A0A2P6U3J4	0.055	0	0	0	0.263	0.051	0.424	0.074	0.583
C2E21_1738	C2E21_0012	3076.A0A2P6TZQ3	3076.A0A2P6U3T2	0.071	0	0	0	0.047	0.054	0.610	0.074	0.642
C2E21_1738	C2E21_1807	3076.A0A2P6TZQ3	3076.A0A2P6TZV7	0.074	0	0	0	0.322	0	0.483	0.099	0.668
C2E21_1738	C2E21_0703	3076.A0A2P6TZQ3	3076.A0A2P6U2M8	0	0	0	0	0.340	0.063	0.658	0.115	0.787
C2E21_1738	C2E21_1048	3076.A0A2P6TZQ3	3076.A0A2P6U2C5	0	0	0	0	0.312	0.063	0.803	0.074	0.866
C2E21_1738	C2E21_1051	3076.A0A2P6TZQ3	3076.A0A2P6U343	0.065	0	0	0	0.046	0	0.866	0.084	0.875
C2E21_1738	C2E21_0679	3076.A0A2P6TZQ3	3076.A0A2P6U3T0	0	0	0	0	0.060	0.051	0.867	0.086	0.877
C2E21_1738	C2E21_0056	3076.A0A2P6TZQ3	3076.A0A2P6U4N8	0	0	0	0	0.060	0.051	0.868	0.086	0.877
C2E21_1738	C2E21_1363	3076.A0A2P6TZQ3	3076.A0A2P6U1C5	0.086	0	0	0	0	0	0.868	0.117	0.884
C2E21_1738	C2E21_1653	3076.A0A2P6TZQ3	3076.A0A2P6U0B2	0.095	0	0	0	0.078	0.060	0.879	0.129	0.902
C2E21_1738	C2E21_1316	3076.A0A2P6TZQ3	3076.A0A2P6U3E9	0.086	0	0	0	0.140	0	0.879	0.115	0.904
C2E21_1738	C2E21_1532	3076.A0A2P6TZQ3	3076.A0A2P6U0B0	0.044	0	0	0	0.256	0	0.879	0.074	0.909
C2E21_1738	C2E21_1664	3076.A0A2P6TZQ3	3076.A0A2P6U098	0.044	0	0	0	0.256	0	0.879	0.087	0.910
C2E21_1738	C2E21_0959	3076.A0A2P6TZQ3	3076.A0A2P6U1K2	0	0	0	0	0.340	0.063	0.866	0.115	0.916
C2E21_1738	C2E21_1345	3076.A0A2P6TZQ3	3076.A0A2P6U110	0.044	0	0	0	0.256	0	0.879	0.158	0.917
C2E21_1738	C2E21_0765	3076.A0A2P6TZQ3	3076.A0A2P6U2S7	0.081	0	0	0	0.403	0.096	0.803	0.391	0.929
C2E21_1740	C2E21_9163	3076.A0A2P6U1I2	3076.A0A2P6TC20	0.179	0	0	0	0	0	0	0.306	0.405
C2E21_1740	C2E21_8126	3076.A0A2P6U1I2	3076.A0A2P6TFI1	0	0	0	0	0.091	0	0.638	0	0.656
C2E21_1740	C2E21_8023	3076.A0A2P6U1I2	3076.A0A2P6TFJ4	0.173	0	0	0	0	0	0	0.531	0.595
C2E21_1740	C2E21_6204	3076.A0A2P6U1I2	3076.A0A2P6TL15	0.150	0	0	0	0.141	0	0	0.311	0.452
C2E21_1740	C2E21_4575	3076.A0A2P6U1I2	3076.A0A2P6TQT8	0	0	0	0	0.430	0	0	0	0.430
C2E21_1740	C2E21_4725	3076.A0A2P6U1I2	3076.A0A2P6TR90	0.096	0	0	0	0.092	0	0	0.390	0.455
C2E21_1740	C2E21_0458	3076.A0A2P6U1I2	3076.A0A2P6U4E0	0.167	0	0	0	0	0	0	0.393	0.472
C2E21_1765	C2E21_9360	3076.A0A2P6U1C8	3076.A0A2P6TBN8	0.086	0	0	0	0.332	0	0.230	0.115	0.528
C2E21_1765	C2E21_9050	3076.A0A2P6U1C8	3076.A0A2P6TCS1	0.115	0	0	0	0.090	0	0.299	0.211	0.494
C2E21_1765	C2E21_8932	3076.A0A2P6U1C8	3076.A0A2P6TD11	0	0	0	0	0	0	0.455	0.074	0.473
C2E21_1765	C2E21_8851	3076.A0A2P6U1C8	3076.A0A2P6TD88	0.146	0	0	0	0.360	0.053	0.230	0.118	0.584
C2E21_1765	C2E21_8757	3076.A0A2P6U1C8	3076.A0A2P6TDA9	0	0	0.115	0.849	0	0	0.929	0	0.934
C2E21_1765	C2E21_8797	3076.A0A2P6U1C8	3076.A0A2P6TDD1	0	0	0	0	0.240	0	0.201	0.139	0.431
C2E21_1765	C2E21_8850	3076.A0A2P6U1C8	3076.A0A2P6TDE1	0.146	0	0	0	0.360	0.053	0.230	0.118	0.584
C2E21_1765	C2E21_8852	3076.A0A2P6U1C8	3076.A0A2P6TDL4	0.146	0	0	0	0.360	0.053	0.230	0.118	0.584
C2E21_1765	C2E21_8358	3076.A0A2P6U1C8	3076.A0A2P6TEX4	0	0	0	0	0.153	0.207	0.182	0.054	0.410
C2E21_1765	C2E21_8237	3076.A0A2P6U1C8	3076.A0A2P6TFA3	0	0	0	0	0.153	0.207	0.182	0.054	0.410
C2E21_1765	C2E21_8023	3076.A0A2P6U1C8	3076.A0A2P6TFJ4	0.140	0	0	0	0	0	0.455	0	0.511
C2E21_1765	C2E21_7193	3076.A0A2P6U1C8	3076.A0A2P6THN9	0	0	0	0	0.043	0	0	0.477	0.478
C2E21_1765	C2E21_7470	3076.A0A2P6U1C8	3076.A0A2P6TI98	0	0	0	0	0.105	0	0.967	0.134	0.972
C2E21_1765	C2E21_6783	3076.A0A2P6U1C8	3076.A0A2P6TJI5	0	0	0	0	0	0.059	0.906	0.114	0.914
C2E21_1765	C2E21_6724	3076.A0A2P6U1C8	3076.A0A2P6TKG7	0	0.036	0.221	0	0.153	0.207	0.888	0.133	0.939
C2E21_1765	C2E21_6539	3076.A0A2P6U1C8	3076.A0A2P6TKH3	0	0	0	0	0.153	0.207	0.182	0.054	0.410
C2E21_1765	C2E21_6199	3076.A0A2P6U1C8	3076.A0A2P6TKW3	0	0	0	0	0	0	0.967	0.088	0.968
C2E21_1765	C2E21_6204	3076.A0A2P6U1C8	3076.A0A2P6TL15	0	0	0	0	0	0	0	0.513	0.513
C2E21_1765	C2E21_6178	3076.A0A2P6U1C8	3076.A0A2P6TLK6	0.115	0.003	0.431	0	0.585	0.074	0.906	0.226	0.982
C2E21_1765	C2E21_5508	3076.A0A2P6U1C8	3076.A0A2P6TNE9	0	0	0	0	0.105	0	0.906	0.134	0.920
C2E21_1765	C2E21_5546	3076.A0A2P6U1C8	3076.A0A2P6TNW3	0	0	0	0	0	0.059	0.931	0.114	0.937
C2E21_1765	C2E21_5662	3076.A0A2P6U1C8	3076.A0A2P6TNZ3	0	0	0	0	0.153	0.207	0.182	0.054	0.410
C2E21_1765	C2E21_4876	3076.A0A2P6U1C8	3076.A0A2P6TQA9	0.115	0	0.334	0	0.585	0.074	0.967	0.235	0.992
C2E21_1765	C2E21_4293	3076.A0A2P6U1C8	3076.A0A2P6TSA9	0	0	0	0	0.153	0.207	0.182	0.054	0.410
C2E21_1765	C2E21_3798	3076.A0A2P6U1C8	3076.A0A2P6TST2	0.140	0	0.407	0	0.640	0.324	0.443	0.310	0.941
C2E21_1765	C2E21_3890	3076.A0A2P6U1C8	3076.A0A2P6TTM0	0	0	0	0	0.153	0.207	0.182	0.042	0.403
C2E21_1765	C2E21_3712	3076.A0A2P6U1C8	3076.A0A2P6TUA3	0	0	0.163	0.754	0	0	0.929	0	0.938
C2E21_1765	C2E21_3773	3076.A0A2P6U1C8	3076.A0A2P6TVB6	0.116	0	0	0.568	0.122	0	0.880	0.494	0.946
C2E21_1765	C2E21_2761	3076.A0A2P6U1C8	3076.A0A2P6TVY8	0	0	0	0	0.153	0.207	0.929	0.133	0.953
C2E21_1765	C2E21_2718	3076.A0A2P6U1C8	3076.A0A2P6TW23	0	0	0	0	0.153	0.207	0.242	0.133	0.499
C2E21_1765	C2E21_3278	3076.A0A2P6U1C8	3076.A0A2P6TWH1	0	0	0	0	0.153	0.207	0.182	0.054	0.410
C2E21_1765	C2E21_2519	3076.A0A2P6U1C8	3076.A0A2P6TY58	0	0	0	0	0.105	0	0.929	0.134	0.940
C2E21_1765	C2E21_2077	3076.A0A2P6U1C8	3076.A0A2P6TYY6	0	0	0	0	0	0	0.967	0.088	0.968
C2E21_1765	C2E21_1653	3076.A0A2P6U1C8	3076.A0A2P6U0B2	0.115	0	0	0	0.090	0	0.299	0.211	0.494
C2E21_1765	C2E21_1077	3076.A0A2P6U1C8	3076.A0A2P6U2A6	0	0	0	0	0.153	0.207	0.182	0.054	0.410
C2E21_1765	C2E21_0012	3076.A0A2P6U1C8	3076.A0A2P6U3T2	0.086	0	0	0	0.332	0	0.230	0.115	0.528
C2E21_1765	C2E21_0699	3076.A0A2P6U1C8	3076.A0A2P6U365	0	0	0	0	0.105	0	0.884	0.134	0.902
C2E21_1765	C2E21_1286	3076.A0A2P6U1C8	3076.A0A2P6U3D6	0	0.001	0.210	0	0.153	0.207	0.888	0.133	0.939
C2E21_1765	C2E21_0139	3076.A0A2P6U1C8	3076.A0A2P6U556	0.116	0	0	0.573	0.122	0	0.880	0.494	0.946
C2E21_1772	C2E21_9360	3076.A0A2P6U0R3	3076.A0A2P6TBN8	0.071	0	0	0	0.047	0.054	0.879	0.074	0.889
C2E21_1772	C2E21_9050	3076.A0A2P6U0R3	3076.A0A2P6TCS1	0.095	0	0	0	0.078	0.060	0.632	0.129	0.702
C2E21_1772	C2E21_8994	3076.A0A2P6U0R3	3076.A0A2P6TCS7	0	0	0	0	0	0	0.545	0.050	0.549
C2E21_1772	C2E21_8932	3076.A0A2P6U0R3	3076.A0A2P6TD11	0.110	0	0	0	0.091	0	0.867	0.190	0.901
C2E21_1772	C2E21_8851	3076.A0A2P6U0R3	3076.A0A2P6TD88	0.116	0	0	0	0.106	0.054	0.662	0.096	0.729
C2E21_1772	C2E21_8763	3076.A0A2P6U0R3	3076.A0A2P6TDD0	0	0	0	0	0	0	0	0.437	0.437
C2E21_1772	C2E21_8850	3076.A0A2P6U0R3	3076.A0A2P6TDE1	0.116	0	0	0	0.106	0.054	0.662	0.096	0.729
C2E21_1772	C2E21_8852	3076.A0A2P6U0R3	3076.A0A2P6TDL4	0.116	0	0	0	0.106	0.054	0.662	0.096	0.729
C2E21_1772	C2E21_8641	3076.A0A2P6U0R3	3076.A0A2P6TDZ5	0.045	0	0	0	0	0	0.498	0.135	0.549
C2E21_1772	C2E21_8401	3076.A0A2P6U0R3	3076.A0A2P6TEJ1	0.071	0	0	0	0.340	0.060	0.421	0.075	0.635
C2E21_1772	C2E21_8091	3076.A0A2P6U0R3	3076.A0A2P6TFE5	0.044	0	0	0	0.256	0	0.410	0.059	0.552
C2E21_1772	C2E21_8024	3076.A0A2P6U0R3	3076.A0A2P6TFV5	0.044	0	0	0	0.256	0	0.879	0.087	0.910
C2E21_1772	C2E21_7986	3076.A0A2P6U0R3	3076.A0A2P6TFZ9	0.050	0	0	0	0.077	0.133	0.459	0.099	0.561
C2E21_1772	C2E21_7565	3076.A0A2P6U0R3	3076.A0A2P6TH57	0	0	0	0	0.111	0	0.409	0.115	0.494
C2E21_1772	C2E21_7597	3076.A0A2P6U0R3	3076.A0A2P6TH86	0.050	0	0	0	0.077	0.133	0.459	0.099	0.561
C2E21_1772	C2E21_7298	3076.A0A2P6U0R3	3076.A0A2P6THR7	0.071	0	0	0.559	0.340	0.060	0.421	0.075	0.635
C2E21_1772	C2E21_7353	3076.A0A2P6U0R3	3076.A0A2P6THW9	0.050	0	0	0	0.077	0.133	0.459	0.099	0.561
C2E21_1772	C2E21_7080	3076.A0A2P6U0R3	3076.A0A2P6TIY7	0.071	0	0	0.564	0.340	0.051	0.421	0.075	0.631
C2E21_1772	C2E21_7093	3076.A0A2P6U0R3	3076.A0A2P6TJ92	0	0	0	0	0.067	0	0.494	0.115	0.545
C2E21_1772	C2E21_6873	3076.A0A2P6U0R3	3076.A0A2P6TJA4	0.081	0	0	0	0.403	0.096	0.803	0.391	0.929
C2E21_1772	C2E21_7145	3076.A0A2P6U0R3	3076.A0A2P6TJF5	0.076	0	0	0	0.055	0.087	0	0.471	0.521
C2E21_1772	C2E21_6651	3076.A0A2P6U0R3	3076.A0A2P6TKG2	0.079	0	0	0	0.056	0	0.466	0.052	0.500
C2E21_1772	C2E21_6737	3076.A0A2P6U0R3	3076.A0A2P6TKK3	0.086	0	0	0	0	0	0.868	0.117	0.884
C2E21_1772	C2E21_6447	3076.A0A2P6U0R3	3076.A0A2P6TKS7	0	0	0	0	0.312	0.063	0.803	0.074	0.866
C2E21_1772	C2E21_5786	3076.A0A2P6U0R3	3076.A0A2P6TM95	0.044	0	0	0	0.256	0	0.875	0.087	0.907
C2E21_1772	C2E21_5380	3076.A0A2P6U0R3	3076.A0A2P6TNC1	0.045	0	0	0	0	0	0.498	0.135	0.549
C2E21_1772	C2E21_5374	3076.A0A2P6U0R3	3076.A0A2P6TNP3	0.065	0	0	0	0.046	0	0.868	0.084	0.877
C2E21_1772	C2E21_5357	3076.A0A2P6U0R3	3076.A0A2P6TNU5	0.079	0	0	0	0.056	0	0.466	0.052	0.500
C2E21_1772	C2E21_5549	3076.A0A2P6U0R3	3076.A0A2P6TNY8	0.055	0	0	0	0.263	0.051	0.424	0.114	0.601
C2E21_1772	C2E21_5659	3076.A0A2P6U0R3	3076.A0A2P6TP92	0.111	0	0	0	0.046	0	0.282	0.151	0.413
C2E21_1772	C2E21_4936	3076.A0A2P6U0R3	3076.A0A2P6TPW1	0	0	0	0	0.067	0	0.494	0.115	0.545
C2E21_1772	C2E21_5010	3076.A0A2P6U0R3	3076.A0A2P6TPZ2	0.050	0	0	0	0.077	0.133	0.459	0.099	0.561
C2E21_1772	C2E21_5125	3076.A0A2P6U0R3	3076.A0A2P6TQ93	0.079	0	0	0	0.056	0	0.466	0.052	0.500
C2E21_1772	C2E21_4993	3076.A0A2P6U0R3	3076.A0A2P6TQL9	0	0	0	0	0.312	0.063	0.879	0.074	0.918
C2E21_1772	C2E21_4562	3076.A0A2P6U0R3	3076.A0A2P6TR00	0.055	0.398	0	0	0.263	0.051	0.424	0.074	0.738
C2E21_1772	C2E21_4725	3076.A0A2P6U0R3	3076.A0A2P6TR90	0	0	0	0	0.045	0.139	0.282	0.129	0.416
C2E21_1772	C2E21_4110	3076.A0A2P6U0R3	3076.A0A2P6TSF9	0.074	0	0	0	0.322	0	0.483	0.099	0.668
C2E21_1772	C2E21_3798	3076.A0A2P6U0R3	3076.A0A2P6TST2	0.112	0	0	0	0	0	0.282	0.145	0.407
C2E21_1772	C2E21_3871	3076.A0A2P6U0R3	3076.A0A2P6TTB4	0	0	0	0	0.236	0	0.230	0.114	0.433
C2E21_1772	C2E21_4328	3076.A0A2P6U0R3	3076.A0A2P6TTG2	0	0	0	0.559	0.236	0	0.230	0.114	0.433
C2E21_1772	C2E21_4182	3076.A0A2P6U0R3	3076.A0A2P6TU02	0.050	0	0	0	0.077	0.133	0.459	0.099	0.561
C2E21_1772	C2E21_3400	3076.A0A2P6U0R3	3076.A0A2P6TUD6	0.074	0	0	0	0.322	0	0.483	0.099	0.668
C2E21_1772	C2E21_3418	3076.A0A2P6U0R3	3076.A0A2P6TUJ0	0	0	0	0	0.312	0.063	0.415	0.085	0.608
C2E21_1772	C2E21_3438	3076.A0A2P6U0R3	3076.A0A2P6TUL8	0	0	0	0	0.089	0	0.868	0.115	0.884
C2E21_1772	C2E21_3399	3076.A0A2P6U0R3	3076.A0A2P6TUX9	0.074	0	0	0	0.322	0	0.483	0.099	0.668
C2E21_1772	C2E21_2964	3076.A0A2P6U0R3	3076.A0A2P6TW76	0.065	0	0	0	0.046	0	0.879	0.084	0.887
C2E21_1772	C2E21_2698	3076.A0A2P6U0R3	3076.A0A2P6TWF5	0	0	0	0	0.312	0.063	0.415	0.126	0.626
C2E21_1772	C2E21_2030	3076.A0A2P6U0R3	3076.A0A2P6TXT9	0.081	0	0	0	0.403	0.096	0.879	0.429	0.959
C2E21_1772	C2E21_2675	3076.A0A2P6U0R3	3076.A0A2P6TZ22	0.050	0	0	0	0.079	0	0.868	0.185	0.893
C2E21_1772	C2E21_2468	3076.A0A2P6U0R3	3076.A0A2P6TZ49	0.081	0	0	0	0.403	0.096	0.666	0.429	0.888
C2E21_1772	C2E21_2351	3076.A0A2P6U0R3	3076.A0A2P6TZ81	0	0	0	0	0.312	0.063	0.415	0.074	0.604
C2E21_1772	C2E21_2627	3076.A0A2P6U0R3	3076.A0A2P6TZ96	0	0	0	0	0.130	0	0.868	0.115	0.889
C2E21_1772	C2E21_1807	3076.A0A2P6U0R3	3076.A0A2P6TZV7	0.074	0	0	0	0.322	0	0.483	0.099	0.668
C2E21_1772	C2E21_1664	3076.A0A2P6U0R3	3076.A0A2P6U098	0.044	0	0	0	0.256	0	0.879	0.087	0.910
C2E21_1772	C2E21_1532	3076.A0A2P6U0R3	3076.A0A2P6U0B0	0.044	0	0	0	0.256	0	0.879	0.074	0.909
C2E21_1772	C2E21_1653	3076.A0A2P6U0R3	3076.A0A2P6U0B2	0.095	0	0	0	0.078	0.060	0.879	0.129	0.902
C2E21_1772	C2E21_1829	3076.A0A2P6U0R3	3076.A0A2P6U0F4	0.079	0	0	0	0.056	0	0.466	0.052	0.500
C2E21_1772	C2E21_0458	3076.A0A2P6U0R3	3076.A0A2P6U4E0	0	0	0	0	0	0	0.471	0.054	0.478
C2E21_1772	C2E21_0876	3076.A0A2P6U0R3	3076.A0A2P6U3H9	0.086	0	0	0	0.140	0	0.387	0.115	0.516
C2E21_1772	C2E21_0129	3076.A0A2P6U0R3	3076.A0A2P6U3J4	0.055	0	0	0	0.263	0.051	0.424	0.074	0.583
C2E21_1772	C2E21_0012	3076.A0A2P6U0R3	3076.A0A2P6U3T2	0.071	0	0	0	0.047	0.054	0.610	0.074	0.642
C2E21_1772	C2E21_0703	3076.A0A2P6U0R3	3076.A0A2P6U2M8	0	0	0	0	0.340	0.063	0.658	0.115	0.787
C2E21_1772	C2E21_1048	3076.A0A2P6U0R3	3076.A0A2P6U2C5	0	0	0	0	0.312	0.063	0.803	0.074	0.866
